bowlertype,host_x,host_y,f_run_factor,f_wkt_factor,run_factor_a2h_rev,wkt_factor_a2h_rev
seam,Singapore,Singapore,1.0,1.0,0.9947040762043423,0.9665498029062023
seam,Singapore,United Arab Emirates,0.9969346839122927,1.0672483578482495,0.9981974870029668,1.0298988755693232
seam,Singapore,United States of America,0.9831067463633278,1.0206524152347978,0.9908249410642528,1.0136879099500733
seam,Singapore,West Indies,0.9988808710274277,1.0251803010325329,1.0041673348286493,0.9848568592532554
seam,Singapore,Zimbabwe,0.9852713512104442,0.9453051768032426,0.9733885344968741,0.9504840347993123
seam,South Africa,Australia,0.9964441241381029,0.9886955297963071,0.9907867965100212,1.008371270600028
seam,South Africa,Bangladesh,1.0285296352745712,1.022043958241859,1.0338871394302898,0.9908474660281359
seam,South Africa,China,1.0031632938419344,0.9734014760418296,1.0081215084880886,1.0087586510068054
seam,South Africa,England,0.9946641377496256,0.9887620756569535,0.9913615199178883,1.0011522354401527
seam,South Africa,India,0.9948146488917681,1.0293802021568048,0.9986957108525775,1.0192556236990342
seam,South Africa,Ireland,1.011495361936463,0.905411569700192,1.0144903735879418,0.8425329334523849
seam,South Africa,Namibia,0.9928449892693637,0.9849599298779993,0.9768929266095063,1.046025182443246
seam,South Africa,Netherlands,1.014607271801588,0.9841374101279511,1.0360195622565551,1.0470870968825925
seam,South Africa,New Zealand,1.000240421401097,0.9475335429899309,0.9978366506731261,0.965452245898266
seam,South Africa,Oman,0.9879233166425471,1.0146502375486586,0.9578680355203469,1.0261251899905373
seam,South Africa,Pakistan,0.991599817460456,1.0042443368343437,0.9896872015770026,0.9844212702619829
seam,South Africa,Scotland,1.0136524360194963,0.9491600296457633,1.0380583166694959,0.9466457379679639
seam,South Africa,South Africa,1.0,1.0,1.0002770710253932,1.007950069506295
seam,South Africa,Sri Lanka,1.005744179327284,1.0054382504000308,1.008235085970397,1.0378077430822068
seam,South Africa,United Arab Emirates,0.9929166099289617,1.0252358793263425,0.9981974870029668,1.0298988755693232
seam,South Africa,United States of America,1.001317502880226,0.990289396440823,0.9908249410642528,1.0136879099500733
seam,South Africa,West Indies,0.9959996540891612,0.971744054032888,1.0041673348286493,0.9848568592532554
seam,South Africa,Zimbabwe,0.9892267233606242,0.9474745728369457,0.9733885344968741,0.9504840347993123
seam,Sri Lanka,Australia,0.9770466189251276,0.9730978588473325,0.9907867965100212,1.008371270600028
seam,Sri Lanka,Bangladesh,1.0293268696934479,0.9604585312522976,1.0338871394302898,0.9908474660281359
seam,Sri Lanka,China,0.9963899674222416,0.9882786665702016,1.0081215084880886,1.0087586510068054
