ballsremaining,wickets,wkt_value_sum_smooth
73,6,24.63040970667717
72,6,24.105037883275088
71,6,23.597188618389797
70,6,23.106042397904844
69,6,22.63078975486096
68,6,22.170631823590355
67,6,21.724780893851005
66,6,21.29246096496004
65,6,20.872908299928497
64,6,20.46537197959501
63,6,20.06911445675993
62,6,19.683412110319665
61,6,19.307555799400404
60,6,18.940851417492357
59,6,18.58262044658377
58,6,18.23220051129508
57,6,17.888945933012963
56,6,17.552228284024224
55,6,17.22143694165034
54,6,16.895979642380823
53,6,16.57528303600803
52,6,16.25879323976072
51,6,15.945976392438268
50,6,15.636319208545002
49,6,15.32932953242373
48,6,15.02453689239037
47,6,14.72149305486762
46,6,14.419772578519298
45,6,14.11897336838426
44,6,13.818717230010536
43,6,13.518650423589364
42,6,13.218444218089289
41,6,12.917795445390226
40,6,12.61642705441754
39,6,12.31408866527616
38,6,12.0105571233845
37,6,11.705637053608768
36,6,11.3991614143968
35,6,11.09099205191228
34,6,10.781020254168766
33,6,10.469167305163836
32,6,10.155385039012955
31,6,9.839656394083825
30,6,9.521995967130287
29,6,9.202450567426276
28,6,8.881099770900263
27,6,8.558056474269009
26,6,8.233467449171705
25,6,7.907513896304103
24,6,7.580411999552595
23,6,7.252413480128168
22,6,6.923806150700649
21,6,6.59491446953264
20,6,6.266100094613606
19,6,5.937762437794078
18,6,5.61033921891957
17,6,5.284307019964658
16,6,4.96018183916717
15,6,4.638519645162177
14,6,4.31991693111609
13,6,4.005011268860688
12,6,3.694481863027253
11,6,3.389050105180597
10,6,3.089480127953174
9,6,2.796579359179116
8,6,2.511199076028305
7,6,2.2342349591404838
6,6,1.9666276467592996
5,6,1.709363288866374
4,6,1.4634741013153842
3,6,1.2300389199661377
2,6,1.010183754818634
1,6,0.8050823441471628
69,7,25.77634568621696
68,7,25.1022654550674
67,7,24.45381483644365
66,7,23.829899117511133
65,7,23.22943855575741
64,7,22.651368933126463
63,7,22.094642110152563
62,7,21.558226580094384
61,7,21.04110802306909
60,7,20.54228986018626
59,7,20.06079380768216
58,7,19.595660431053773
57,7,19.145949699192958
56,7,18.710741538520185
55,7,18.28913638711893
54,7,17.8802557488697
53,7,17.483242747584057
52,7,17.097262681138602
51,7,16.72150357560909
50,7,16.355176739404726
49,7,15.997517317402014
48,7,15.647784845078718
47,7,15.305263802648229
46,7,14.969264169193508
45,7,14.63912197680105
44,7,14.314199864695151
43,7,13.99388763337177
42,7,13.677602798732892
41,7,13.364791146220284
40,7,13.05492728494974
39,7,12.74751520184509
38,7,12.44208881577248
37,7,12.138212531673958
36,7,11.835481794702076
35,7,11.533523644353735
34,7,11.23199726860426
33,7,10.930594558041376
32,7,10.62904065999946
31,7,10.327094532693536
30,7,10.02454949935334
29,7,9.721233802357446
28,7,9.417011157367142
27,7,9.111781307460802
26,7,8.8054805772678
25,7,8.498082427102503
24,7,8.18959800709851
23,7,7.880076711342625
22,7,7.569606732008921
21,7,7.258315613492883
20,7,6.9463708065453895
19,7,6.633980222406918
18,7,6.321392786941459
17,7,6.008898994770689
16,7,5.696831463408024
15,7,5.385565487392711
14,7,5.075519592423788
13,7,4.767156089494343
12,7,4.460981629025447
11,7,4.157547755000252
10,7,3.857451459098087
9,7,3.5613357348285604
8,7,3.2698901316655267
7,7,2.983851309181283
6,7,2.704003591180559
5,7,2.431179519834608
4,7,2.166260409815301
3,7,1.9101769024291857
2,7,1.663909519751549
1,7,1.4284892187604754
55,8,19.54427369871061
54,8,18.95002897767344
53,8,18.379096556953613
52,8,17.830303113995427
51,8,17.30250076107106
50,8,16.794567599414307
49,8,16.305408273355198
48,8,15.83395452445356
47,8,15.379165745633117
46,8,14.9400295353158
45,8,14.515562251555934
44,8,14.104809566173714
43,8,13.706847018890016
42,8,13.320780571459863
41,8,12.945747161806878
40,8,12.580915258157203
39,8,12.225485413173544
38,8,11.878690818089382
37,8,11.539797856842824
36,8,11.20810666021103
35,8,10.8829516599439
34,8,10.56370214289825
33,8,10.249762805172196
32,8,9.940574306238744
